#class tools::wcsv::ntuple
#title Hits
#separator 44
#vector_separator 59
#column int fEvent
#column int fEntry
#column string fPreProc
#column string fPostProc
#column int fTrackID
#column int fParentID
#column int fPDG
#column double fKinetic
#column double fEdep
#column double fX1
#column double fY1
#column double fZ1
#column double fX2
#column double fY2
#column double fZ2
#column int Copy
15315,1,Transportation,Transportation,1,0,2112,4.97069,0,95,0.559436,198.918,105,0.618324,197.225,0
15629,1,Transportation,Transportation,6,4,22,0.470059,0,4.47829,-95,195.22,2.81289,-105,191.509,3
16046,1,Transportation,Transportation,1,0,2112,2.7973,0,0.257061,95,196.195,-1.03414,105,197.6,1
16373,1,Transportation,Transportation,2,0,22,4.44,0,-95,-3.74907,198.539,-105,-4.1437,196.806,2
16389,1,Transportation,Transportation,1,0,2112,7.26641,0,-95,-1.87283,197.972,-105,-2.06997,196.18,2
16474,1,Transportation,hadElastic,2,1,2112,2.32259,0,100.38,4.16468,201.1,104.651,4.55208,198.285,0
16474,0,hadElastic,Transportation,2,1,2112,1.64476,0,104.651,4.55208,198.285,104.357,5,198.098,0
16474,0,NA,ionIoni,5,2,1000030070,0.677988,0.677988,104.651,4.55208,198.285,104.653,4.5513,198.285,0
16716,1,Transportation,Transportation,1,0,2112,3.20614,0,2.91562,95,195.249,3.22253,105,193.17,1
16731,1,Transportation,Transportation,2,0,22,4.44,0,-95,-0.575179,199.399,-105,-0.635724,197.757,2
16792,1,Transportation,Transportation,1,0,2112,2.74827,0,-95,1.70702,196.588,-105,1.88671,194.65,2
16922,1,Transportation,Transportation,27,1,22,0.627779,0,98.8223,-0.713746,201.1,105,0.221328,198.537,0
16992,1,Transportation,Transportation,1,0,2112,3.60186,0,-95,0.255409,196.496,-105,0.282294,194.548,2
17179,1,Transportation,Transportation,1,0,2112,2.3639,0,0.686147,95,197.842,3.4473,105,197.614,1
17243,1,Transportation,Transportation,2,0,22,0.876104,0,3.39353,95,200.073,5,104.129,195.914,1
17325,1,Transportation,Transportation,6,4,22,1.39085,0,0.13394,97.697,201.1,-1.49711,105,196.933,1
17325,1,Transportation,Transportation,1,0,2112,4.06315,0,-3.3347,-95,201.085,-3.68572,-105,199.62,3
17429,1,Transportation,Transportation,1,0,2112,4.09229,0,0.716591,-95,196.647,0.792022,-105,194.715,3
17597,1,Transportation,Transportation,2,0,22,4.44,0,-95,0.390776,199.5,-105,0.43191,197.869,2
17795,1,Transportation,Transportation,1,0,2112,1.442,0,-3.74126,-95,191.248,-3.87545,-95.5459,191.1,3
18499,1,Transportation,Transportation,1,0,2112,2.3023,0,-0.125911,104.33,201.1,-0.0189523,105,200.633,1
18514,1,Transportation,Transportation,1,0,2112,2.40791,0,95,0.526484,194.605,105,0.581904,192.459,0
18547,1,Transportation,Transportation,2,0,22,3.51492,0,-95,0.335273,193.541,-105,-0.136615,191.936,2
18568,1,Transportation,Transportation,1,0,2112,5.30297,0,102.775,-1.49514,201.1,105,-1.52751,200.799,0
18627,1,Transportation,Transportation,1,0,2112,0.685763,0,0.0857576,-95,198.552,0.0947847,-105,196.821,3
18684,1,Transportation,neutronInelastic,1,0,2112,4.46188,0,2.64386,-95,200.084,2.72858,-98.044,199.606,3
18684,0,NA,Transportation,13,1,22,0.1099,0,2.72858,-98.044,199.606,-5,-100.121,199.162,3
18684,0,NA,Transportation,12,1,22,1.2361,0,2.72858,-98.044,199.606,3.2253,-98.1271,201.1,3
18684,0,NA,ionIoni,11,1,1000090190,0.624687,0.624687,2.72858,-98.044,199.606,2.72849,-98.0451,199.606,3
18684,0,NA,Transportation,10,1,2112,2.48995,0,2.72858,-98.044,199.606,3.52988,-95,197.654,3
19105,1,Transportation,Transportation,1,0,2112,7.35806,0,95,-3.10564,193.514,105,-3.43255,191.252,0
19248,1,Transportation,neutronInelastic,1,0,2112,2.01195,0,-0.159385,-96.8762,201.1,-0.165621,-100.666,200.556,3
19248,0,NA,Transportation,11,1,22,0.109403,0,-0.165621,-100.666,200.556,-5,-97.0126,196.176,3
19248,0,NA,ionIoni,10,1,1000090190,0.354381,0.354381,-0.165621,-100.666,200.556,-0.165711,-100.667,200.556,3
19248,0,NA,neutronInelastic,9,1,2112,1.54816,0,-0.165621,-100.666,200.556,1.15513,-95.1601,198.812,3
19248,0,NA,Transportation,14,9,22,0.10986,0,1.15513,-95.1601,198.812,1.00461,-95,198.908,3
19248,0,NA,ionIoni,13,9,1000090190,0.159406,0.159406,1.15513,-95.1601,198.812,1.15545,-95.1597,198.812,3
19248,0,NA,Transportation,12,9,2112,1.2789,0,1.15513,-95.1601,198.812,-5,-95.7883,193.832,3
19340,1,Transportation,Transportation,1,0,2112,4.93393,0,-95,-3.42157,194.561,-105,-3.78174,192.409,2
19369,1,Transportation,hadElastic,1,0,2112,2.99124,0.0570518,4.11955,95,193.587,4.12925,95.2237,193.536,1
19369,0,hadElastic,neutronInelastic,1,0,2112,2.93421,0,4.12925,95.2237,193.536,3.67778,98.7474,191.339,1
19369,0,NA,Transportation,4,1,22,0.1971,0,3.67778,98.7474,191.339,5,98.9854,191.561,1
19369,0,NA,ionIoni,3,1,1000090190,0.226969,0.226969,3.67778,98.7474,191.339,3.67796,98.748,191.339,1
19369,0,NA,Transportation,2,1,2112,2.51005,0,3.67778,98.7474,191.339,3.53386,98.6548,191.1,1
19478,1,Transportation,hadElastic,16,1,2112,2.02436,0.0992539,95,-4.49366,198.588,96.6334,-4.98971,198.342,0
19478,0,hadElastic,Transportation,16,1,2112,1.92513,0,96.6334,-4.98971,198.342,105,2.57894,196.098,0
19617,1,Transportation,neutronInelastic,1,0,2112,0.897059,0,-0.917235,-95,196.458,-1.10397,-97.5966,195.544,3
19617,0,NA,Transportation,4,1,22,0.109753,0,-1.10397,-97.5966,195.544,-5,-99.6807,196.166,3
19617,0,NA,ionIoni,3,1,1000090190,0.0445672,0.0445672,-1.10397,-97.5966,195.544,-1.10387,-97.5967,195.544,3
19617,0,NA,Transportation,2,1,2112,0.742739,0,-1.10397,-97.5966,195.544,-5,-99.5678,195.454,3
19887,1,Transportation,Transportation,2,0,22,4.44,0,-95,2.21837,194.342,-105,2.45188,192.168,2
19964,1,Transportation,hadElastic,1,0,2112,6.63254,0.061207,95,3.26029,200.278,99.5345,3.41591,199.576,0
19964,0,hadElastic,Transportation,1,0,2112,6.57135,0,99.5345,3.41591,199.576,105,4.43637,199.863,0
20009,1,Transportation,Transportation,1,0,2112,4.43602,0,-1.25074,95,193.248,-1.37425,104.381,191.1,1
20344,1,Transportation,Transportation,1,0,2112,3.26244,0,95,3.57477,195.558,105,3.95106,193.512,0
20448,1,Transportation,Transportation,1,0,2112,2.45528,0,-95,-2.17324,193.024,-103.317,-2.3635,191.1,2
20478,1,Transportation,Transportation,1,0,2112,3.11304,0,-4.70115,-95,191.399,-5,-96.2137,191.357,3
20484,1,Transportation,Transportation,5,4,22,0.510999,0,-95,-3.59814,199.486,-105,-3.71572,195.42,2
20978,1,Transportation,neutronInelastic,2,1,2112,0.981604,0,-1.61806,-95,199.374,-1.8773,-96.0201,199.105,3
20978,0,NA,Transportation,12,2,22,0.197083,0,-1.8773,-96.0201,199.105,-1.91729,-95,200.11,3
20978,0,NA,ionIoni,11,2,1000090190,0.0138169,0.0138169,-1.8773,-96.0201,199.105,-1.87731,-96.0201,199.105,3
20978,0,NA,Transportation,10,2,2112,0.770705,0,-1.8773,-96.0201,199.105,-3.03209,-103.988,191.1,3
21186,1,Transportation,Transportation,1,0,2112,4.55804,0,-3.28667,-95,200.939,-3.63264,-105,199.459,3
21218,1,Transportation,hadElastic,1,0,2112,1.7111,0,-96.2816,-5,193.07,-96.4836,-4.96315,193.017,2
