#class tools::wcsv::ntuple
#title Hits
#separator 44
#vector_separator 59
#column int fEvent
#column int fEntry
#column string fPreProc
#column string fPostProc
#column int fTrackID
#column int fParentID
#column int fPDG
#column double fKinetic
#column double fEdep
#column double fX1
#column double fY1
#column double fZ1
#column double fX2
#column double fY2
#column double fZ2
3,1,Transportation,compt,6,2,22,1.17323,0,15,1.42786,-190.276,17.7336,1.68808,-190.326
3,0,compt,compt,6,2,22,0.912044,0,17.7336,1.68808,-190.326,20.7132,2.17656,-188.745
3,0,compt,Transportation,6,2,22,0.305092,0,20.7132,2.17656,-188.745,15.7304,3.89539,-182
3,0,NA,eBrem,8,6,11,0.606952,0.0749622,20.7132,2.17656,-188.745,20.8894,2.18912,-188.712
3,0,eBrem,eIoni,8,6,11,0.366512,0.366512,20.8894,2.18912,-188.712,21.0471,2.40427,-188.739
3,0,NA,Transportation,38,8,22,0.165478,0,20.8894,2.18912,-188.712,24.5913,5,-188.836
3,0,NA,eIoni,7,6,11,0.261183,0.261183,17.7336,1.68808,-190.326,17.835,1.68273,-190.448
9,1,Transportation,Transportation,34,5,22,1.3325,0,15,1.47393,-188.688,25,2.45655,-187.814
40,1,Transportation,Transportation,6,2,22,1.17323,0,15,-3.84705,-187.558,19.4955,-5,-186.826
78,1,Transportation,Transportation,34,5,22,1.3325,0,15,-2.34281,-186.503,25,-3.90468,-184.172
89,1,Transportation,Transportation,6,2,22,1.17323,0,15,3.24384,-190.766,23.1208,5,-191.18
96,1,Transportation,Transportation,70,5,22,1.3325,0,15,-2.58434,-183.563,18.6413,-3.21171,-182
109,1,Transportation,Transportation,7,2,22,0.234527,0,15.3732,0.0980202,-192,15.4601,5,-187.123
115,1,Transportation,Transportation,6,2,22,1.17323,0,15,-1.59449,-187.472,25,-2.65748,-185.786
137,1,Transportation,msc,24,23,11,0.893171,0.0430478,15,-0.620058,-188.172,15.1097,-0.598076,-188.19
137,0,msc,msc,24,23,11,0.850124,0.0541107,15.1097,-0.598076,-188.19,15.1756,-0.531975,-188.253
137,0,msc,msc,24,23,11,0.796013,0.0350802,15.1756,-0.531975,-188.253,15.2633,-0.480528,-188.308
137,0,msc,msc,24,23,11,0.760933,0.0433981,15.2633,-0.480528,-188.308,15.375,-0.42054,-188.367
137,0,msc,msc,24,23,11,0.717535,0.0837373,15.375,-0.42054,-188.367,15.538,-0.309552,-188.486
137,0,msc,msc,24,23,11,0.633797,0.119541,15.538,-0.309552,-188.486,15.7499,-0.25343,-188.708
137,0,msc,eIoni,24,23,11,0.514256,0.514256,15.7499,-0.25343,-188.708,16.0252,-0.072475,-189.007
143,1,Transportation,Transportation,31,5,22,0.280949,0,15,0.886945,-183.592,16.1567,0.895405,-182
182,1,Transportation,compt,33,5,22,1.3325,0,15,3.01248,-186.101,21.0254,4.22257,-184.535
182,0,compt,Transportation,33,5,22,0.985261,0,21.0254,4.22257,-184.535,24.0456,5,-185.41
182,0,NA,eIoni,34,33,11,0.347237,0.347237,21.0254,4.22257,-184.535,21.1497,4.22894,-184.321
191,1,Transportation,Transportation,37,35,22,0.0735772,0,19.0226,3.80805,-192,25,3.46291,-185.96
234,1,Transportation,msc,38,37,11,0.602463,0.0179926,15,-1.05422,-184.996,15.0432,-1.05886,-184.969
234,0,msc,msc,38,37,11,0.58447,0.0126817,15.0432,-1.05886,-184.969,15.0763,-1.06616,-184.947
